,author,title,annotation,img_url,book_url,genre
1452,Vladi Smolovich,Новогодняя вечеринка,"Встреча с говорящей птицей перепутала все планы студентки на Новый год. Её ждали в одной компании, но она - совершенно случайно - оказалась в другой. У неё не хватило ...",https://rust.litnet.com/uploads/covers/120/1704387931_52.jpg,https://litnet.com/ru/book/melodiya-proshlogo-taina-teodora-i-eleonory-b466327,"Молодежная проза, Молодежная мистика"
1453,Мария Клик,Повернуть время вспять...,"Оксана любит проводить время в веселых компаниях, отмечая различные праздники. Но счастлива ли девушка? Поругавшись со своим парнем, она понимает, что вела себя не...",https://rust.litnet.com/uploads/covers/120/1704265343_11.jpg,https://litnet.com/ru/book/melodiya-proshlogo-taina-teodora-i-eleonory-b466327,"Молодежная проза, Молодежная мистика"
1454,Константин Еланцев,Волчье племя,"Когда нам рассказывают страшные истории, мы убеждены, что это всего-навсего сказки или выдумки испугавшегося  человека. Есть тысячи свидетельств о встречах с предс...",https://rust.litnet.com/uploads/covers/120/1703664034_18.jpg,https://litnet.com/ru/book/melodiya-proshlogo-taina-teodora-i-eleonory-b466327,"Молодежная проза, Молодежная мистика"
1455,Наталья Сергеевна Владимирова,Портрет Дори-Анны Грей,"Я мечтала изменить свою внешность и однажды получила на праздник удивительный подарок – планшет, при помощи которого можно исправить свое лицо так, как пожелает...",https://rust.litnet.com/uploads/covers/120/1703590587_25.jpg,https://litnet.com/ru/book/melodiya-proshlogo-taina-teodora-i-eleonory-b466327,"Молодежная проза, Молодежная мистика"
1456,Марина Фурман,Переливающиеся души,"Когда четырехлетним ребенком он впервые сказал родителям, что из зеркала на него смотрит какая-то девочка и даже корчит рожи, они не на шутку перепугались. Родители...",https://rust.litnet.com/uploads/covers/120/1703271649_31.jpg,https://litnet.com/ru/book/melodiya-proshlogo-taina-teodora-i-eleonory-b466327,"Молодежная проза, Молодежная мистика"
1457,Арина Пепел,"Ботаничка, как становятся лешими","Что бывает когда студенты попадают в другой мир - сказочный, волшебный. Им предлагают новую жизнь. И вроде бы всё хорошо, но потом оказывается, что тебя не устраивает...",https://rust.litnet.com/uploads/covers/120/1735339011_37.png,https://litnet.com/ru/book/melodiya-proshlogo-taina-teodora-i-eleonory-b466327,"Молодежная проза, Молодежная мистика"
1458,Алевтина Онучка,Сплетение дорог.,"Лето сезон отпусков и начала ежегодного реалити шоу, которого ожидала вся Рукарийская империя. Жители империи замерли в ожидании трансляции турнира между выпускн...",https://rust.litnet.com/uploads/covers/120/1702890081_15.jpg,https://litnet.com/ru/book/melodiya-proshlogo-taina-teodora-i-eleonory-b466327,"Молодежная проза, Молодежная мистика"
1459,Аня Васильева,Ведьма в шортах,"Вечером мне предстоит заключить союз с ненавистным оборотнем, чтобы сохранить мир между их племенем и нами, ведьмами. Но я успею в последний раз поучаствовать в Бол...",https://rust.litnet.com/uploads/covers/120/1702889661_19.jpg,https://litnet.com/ru/book/melodiya-proshlogo-taina-teodora-i-eleonory-b466327,"Молодежная проза, Молодежная мистика"
1460,Ольга Кори,"Башня Принцессы, или мечтать (не) вредно 2",🔥БЕСПЛАТНО🔥ЧАСТЬ ВТОРАЯ🔥Жениться на первой встречной? Она-то мне и снилась! 💖 Замуж за первого Охотника Империи? Только одолею его  ревнивого господина и та...,https://rust.litnet.com/uploads/covers/120/1731707494_97.jpg,https://litnet.com/ru/book/bashnya-princessy-ili-mechtat-ne-vredno-2-b501925,"Молодежная проза, Молодежная мистика"
1461,Наталья Оско,"""Мирное озеро"" Поворот не туда","Поездка с друзьями становится закольцованной дорогой к смерти, жизни, истине.
Лисе приходится взглянуть на себя и других. Странные фотографии покажут кто тебе друг...",https://rust.litnet.com/uploads/covers/120/1731706055_84.png,https://litnet.com/ru/book/bashnya-princessy-ili-mechtat-ne-vredno-2-b501925,"Молодежная проза, Молодежная мистика"
1462,Yustiniana,Прекрасное заклятие,"После смерти своего опекуна Ольга вынуждена переехать к своим ближайшим родственникам в деревню, где она впервые слышит легенду о проклятой семье. Она точно описы...",https://rust.litnet.com/uploads/covers/120/1731693159_45.jpg,https://litnet.com/ru/book/bashnya-princessy-ili-mechtat-ne-vredno-2-b501925,"Молодежная проза, Молодежная мистика"
1463,Yustiniana,Исповедь вампира,"Перед отъездом в деревню, Вероника решает пожить у тетушки своего друга, который начинает очень странно себя вести, будто бы возомнил себя вампиром. Но и настоящего...",https://rust.litnet.com/uploads/covers/120/1731692166_91.jpg,https://litnet.com/ru/book/bashnya-princessy-ili-mechtat-ne-vredno-2-b501925,"Молодежная проза, Молодежная мистика"
1464,Yustiniana,Голос бездны,"Несколько недель назад дедушка Яна бесследно исчез из поселка, как и многие, судя по рассказам, люди до него. Легенды о нечистых, что окутывают это место, многие счит...",https://rust.litnet.com/uploads/covers/120/1731690002_94.jpg,https://litnet.com/ru/book/bashnya-princessy-ili-mechtat-ne-vredno-2-b501925,"Молодежная проза, Молодежная мистика"
1465,Дмитрий Кожухов,мини книга тест,"впаврспрт
...",https://rust.litnet.com/common/img/empty_cover_litnet.png,https://litnet.com/ru/book/bashnya-princessy-ili-mechtat-ne-vredno-2-b501925,"Молодежная проза, Молодежная мистика"
1466,Ника Лино,Молохи. Пепел наших душ. Том I. Альянс,"Прогрессирующие судороги кистей рук. До недавнего времени я считала, что это моя единственная проблема, решения которой нет, и нужно свыкнуться, хотя для скульптор...",https://rust.litnet.com/uploads/covers/120/1731327871_60.png,https://litnet.com/ru/book/bashnya-princessy-ili-mechtat-ne-vredno-2-b501925,"Молодежная проза, Молодежная мистика"
1467,Ольга Кори,"Башня Принцессы, или мечтать (не) вредно 1","БЕСПЛАТНО! Уилфред Данмор, обладающий даром предвидения, узнаёт, что отец хочет продать его в зятья миллионеру. Но он желал другого: победить на турнире, завоевать п...",https://rust.litnet.com/uploads/covers/120/1731229166_79.jpg,https://litnet.com/ru/book/bashnya-princessy-ili-mechtat-ne-vredno-2-b501925,"Молодежная проза, Молодежная мистика"
1468,Анастасия Дронова,Аниото. Проклятие Луны,"Казалось бы, год закончился весьма удачно. Экзамены не завалила. И влюбленность в самого популярного парня группы прошла. Осталось только справиться со своей иррац...",https://rust.litnet.com/uploads/covers/120/1736590851_86.jpg,https://litnet.com/ru/book/bashnya-princessy-ili-mechtat-ne-vredno-2-b501925,"Молодежная проза, Молодежная мистика"
1469,Амари Ланн,Последнее письмо,"В мире, где ночь прячет тайны и в каждом темном уголке таится опасность, вампиры скрывают свою сущность от людей. Однако даже в мире бессмертных найдется место боли,...",https://rust.litnet.com/uploads/covers/120/1738790105_81.jpg,https://litnet.com/ru/book/bashnya-princessy-ili-mechtat-ne-vredno-2-b501925,"Молодежная проза, Молодежная мистика"
1470,Анна Агорн,Оставайся,"Однажды Марина попадает в неприятную историю. Чужой город, незнакомые улицы, озеро, на подступах к которому непроходимая высокая трава. А ещё парочка негодяев, прес...",https://rust.litnet.com/uploads/covers/120/1730722920_31.jpg,https://litnet.com/ru/book/bashnya-princessy-ili-mechtat-ne-vredno-2-b501925,"Молодежная проза, Молодежная мистика"
1471,Альберт Верховен,Последствия наших решений,"История, произошедшая с молодыми людьми, окунувшимися в нелёгкий ""челночный"" бизнес, в начале 90х.
...",https://rust.litnet.com/uploads/covers/120/1730580905_75.jpg,https://litnet.com/ru/book/bashnya-princessy-ili-mechtat-ne-vredno-2-b501925,"Молодежная проза, Молодежная мистика"
1472,Читай DRAGONFLY,Вспомнить нас,"Мы оба очнулись в недавнем прошлом, но проживаем его иначе. Наши новые роли — прилежная студентка и режиссёр. Приходится «сотрудничать». И я ответственно за...",https://rust.litnet.com/uploads/covers/120/1730474655_77.jpg,https://litnet.com/ru/book/bashnya-princessy-ili-mechtat-ne-vredno-2-b501925,"Молодежная проза, Молодежная мистика"
1473,Кедров Савелий,Сделка,"Опять же, автор никого не стремится обидеть.
...",https://rust.litnet.com/common/img/empty_cover_litnet.png,https://litnet.com/ru/book/bashnya-princessy-ili-mechtat-ne-vredno-2-b501925,"Молодежная проза, Молодежная мистика"
1474,Марк Крам,Грисволд,"В мире, где магия тайно переплетена с повседневностью, первокурсник Джейк Грисволд пытается жить двойной жизнью: студента и выдающегося охотника на ведьм, гордого ...",https://rust.litnet.com/uploads/covers/120/1730112187_91.jpg,https://litnet.com/ru/book/bashnya-princessy-ili-mechtat-ne-vredno-2-b501925,"Молодежная проза, Молодежная мистика"
1475,Читай DRAGONFLY,Очаровательный бес,"Меня, заядлого скептика, родители умудрились назвать Вера. Я никогда бы не позвала на помощь чернокнижника, но дом, доставшийся мне по наследству, нарекли проклятым...",https://rust.litnet.com/uploads/covers/120/1730024894_31.jpg,https://litnet.com/ru/book/bashnya-princessy-ili-mechtat-ne-vredno-2-b501925,"Молодежная проза, Молодежная мистика"
1476,Мария Круглова-Жорняк,"Тень грядущего, или Пирамиды Солнечной системы","Кто из офисных работников не отчаивался, глядя в монитор на бесконечные электронные таблицы? Особенно, если свадьбу пришлось отменить, а отношения с мамой совсем р...",https://rust.litnet.com/uploads/covers/120/1729683479_71.jpg,https://litnet.com/ru/book/bashnya-princessy-ili-mechtat-ne-vredno-2-b501925,"Молодежная проза, Молодежная мистика"
1477,Ольга Якимюк,Тень в зеркале,"В маленьком заброшенном городе Велмер, где каждый уголок оброс мистическими легендами, группа подростков решает провести летние каникулы, исследуя местные страш...",https://rust.litnet.com/uploads/covers/120/1728954718_36.png,https://litnet.com/ru/book/bashnya-princessy-ili-mechtat-ne-vredno-2-b501925,"Молодежная проза, Молодежная мистика"
1478,Светлана Алимова,Ведьма,"Рассказ о женщине, которую ""подменили"" и ""заколдовали"". Почему иначе она перестала исполнять все капризы мужа и свекрови? Еще и вспомнила, что сама - ведьма...",https://rust.litnet.com/uploads/covers/120/1728917023_82.jpg,https://litnet.com/ru/book/bashnya-princessy-ili-mechtat-ne-vredno-2-b501925,"Молодежная проза, Молодежная мистика"
1479,Светлана Казакова,"Там, где ждут и ненавидят","На окраине города стоит старый дом, окутанный забытыми тайнами и дурными слухами. После реставрации в нём открывается санаторий для детей и подростков. Старшеклас...",https://rust.litnet.com/uploads/covers/120/1728826904_66.jpg,https://litnet.com/ru/book/bashnya-princessy-ili-mechtat-ne-vredno-2-b501925,"Молодежная проза, Молодежная мистика"
1480,Мария Рашова,Чашка кофе для героя,"Разочаровавшийся в жизни, далеко не самый сильный светлый воин попадает в Сочи для выполнения задания. Связь с Центром потеряна, единственный его друг - чашка кофе. ...",https://rust.litnet.com/uploads/covers/120/1729765144_13.png,https://litnet.com/ru/book/chashka-kofe-dlya-geroya-b393387,"Молодежная проза, Молодежная мистика"
1481,Яна Гроссман,Среди миров,"Беззаботная жизнь Оксаны оборвалась после автомобильной аварии. Она застряла среди двух миров в состоянии призрака и только парень, из-за которого произошла эта а...",https://rust.litnet.com/uploads/covers/120/1648209654_6.jpeg,https://litnet.com/ru/book/chashka-kofe-dlya-geroya-b393387,"Молодежная проза, Молодежная мистика"
1482,Дмитрий Епифанцев,Клятва. Рассказ за пиром с богами в Вальхалле,"Рокерская молодость, которая заканчивается...Рассказ Одина другим богам в Вальхалле об этом...",https://rust.litnet.com/uploads/covers/120/1647684480_84.jpg,https://litnet.com/ru/book/chashka-kofe-dlya-geroya-b393387,"Молодежная проза, Молодежная мистика"
1483,Evgeniya Schmidt,"Роковой клуб ""Diablo""","-Я хочу узнать от тебя.- взвизгнула я, теряя самообладание. Вся показная хладнокровность резко стала давить на меня горячими когтями надвигающейся пустоты.
На кухн...",https://rust.litnet.com/uploads/covers/120/1697685053_74.jpg,https://litnet.com/ru/book/chashka-kofe-dlya-geroya-b393387,"Молодежная проза, Молодежная мистика"
1484,Sigita,Онсен Хитоми,Хотите японскую страшилку? Тогда подсаживайтесь ближе. Итак......,https://rust.litnet.com/uploads/covers/120/1644510552_97.jpg,https://litnet.com/ru/book/chashka-kofe-dlya-geroya-b393387,"Молодежная проза, Молодежная мистика"
1485,Анна Пронина,Когда я открыла глаза,"Однажды Ия заметила - ее старшая сестра сильно изменилась. Такое чувство, будто в нее кто-то вселился. Ия начинает расследование и неожиданное обнаруживает - ее горо...",https://rust.litnet.com/uploads/covers/120/1642684040_22.jpg,https://litnet.com/ru/book/chashka-kofe-dlya-geroya-b393387,"Молодежная проза, Молодежная мистика"
1486,Sabtlefake,Двор,"Это просто выдуманная история, которой я вдохновилась проходя мимо одного из дворов....",https://rust.litnet.com/uploads/covers/120/1638578084_59.png,https://litnet.com/ru/book/chashka-kofe-dlya-geroya-b393387,"Молодежная проза, Молодежная мистика"
1487,Анна Пронина,Удивительное совпадение,"Парень ведет машину и рассказывает своей девушке о том, как сильно ее любил. Но почему в прошедшем времени? Что не так с его рассказом? Чем дольше они едут, тем страшн...",https://rust.litnet.com/uploads/covers/120/1642683245_86.jpg,https://litnet.com/ru/book/chashka-kofe-dlya-geroya-b393387,"Молодежная проза, Молодежная мистика"
1488,Posle polunochi,Дьявольская Исповедь Монаха,"Отчего люди идут в монастырь? Что движет человеком, что он готов отречься от благ жизни? Быть может, в надежде замолить свой самый тяжкий грех?...",https://rust.litnet.com/uploads/covers/120/1633621469_54.jpg,https://litnet.com/ru/book/chashka-kofe-dlya-geroya-b393387,"Молодежная проза, Молодежная мистика"
1489,KsenoN,Кабинет 666,"Пятница 13 обещала быть веселой. Именно до того момента, пока ты не попал в 666 кабинет....",https://rust.litnet.com/uploads/covers/120/1630404274_59.jpg,https://litnet.com/ru/book/chashka-kofe-dlya-geroya-b393387,"Молодежная проза, Молодежная мистика"
1490,Анастасия Селмар,Мистер Кот,Однажды маленькая Элис встречает нового знакомого. Он имеет странный цвет глаз и говорит необычные вещи. Послушает ли Элис его предостережения? И чем обернётся для...,https://rust.litnet.com/uploads/covers/120/1628532051_47.jpg,https://litnet.com/ru/book/chashka-kofe-dlya-geroya-b393387,"Молодежная проза, Молодежная мистика"
1491,Александр Стуликов,Ожившие,Рассказ на реальных событиях...,https://rust.litnet.com/uploads/covers/120/1627495739_42.jpg,https://litnet.com/ru/book/chashka-kofe-dlya-geroya-b393387,"Молодежная проза, Молодежная мистика"
1492,Mille Fun,Нетронутая огнём,"Простая, но достаточно увлекательная история об отдыхе группы ребят на природе.
(Специально для 488-project. 07.04.2019)...",https://rust.litnet.com/uploads/covers/120/1637590850_5.png,https://litnet.com/ru/book/chashka-kofe-dlya-geroya-b393387,"Молодежная проза, Молодежная мистика"
1493,Гарцев,Брат человеческий,В поисках Йети...,https://rust.litnet.com/uploads/covers/120/1626288673_10.jpg,https://litnet.com/ru/book/chashka-kofe-dlya-geroya-b393387,"Молодежная проза, Молодежная мистика"
1494,Стефани Карфини,Как я стал фанатом панка и космоса,"Тут история некого Тимми и его рассказ, о  том как он стал фанатом панка и космоса....",https://rust.litnet.com/uploads/covers/120/1626591813_33.jpg,https://litnet.com/ru/book/chashka-kofe-dlya-geroya-b393387,"Молодежная проза, Молодежная мистика"
1495,Анастасия  Зайцева,Женщина с золотыми волосами,"Аза вернулась домой, но её дом оказался неприветливым и странным от прихода ночного гостя. То есть гостьи - женщины с золотыми волосами - прекрасной и загадочной. То...",https://rust.litnet.com/uploads/covers/120/1629544461_18.jpg,https://litnet.com/ru/book/chashka-kofe-dlya-geroya-b393387,"Молодежная проза, Молодежная мистика"
1496,Реникса,Мне что? Я ангелов видел!,"История, в основе которой реальные события....",https://rust.litnet.com/uploads/covers/120/1624373074_9.jpg,https://litnet.com/ru/book/chashka-kofe-dlya-geroya-b393387,"Молодежная проза, Молодежная мистика"
1497,Morf,Легенда о мотыльке,"Ходит маленькая легенда о мотыльке, но о ней мало кто знает......",https://rust.litnet.com/uploads/covers/120/1623582341_63.jpg,https://litnet.com/ru/book/chashka-kofe-dlya-geroya-b393387,"Молодежная проза, Молодежная мистика"
1498,Анастасия Яковлева Помогаева,Равновесие,"Пашенька, интроверт, вынужденный работать журналистом. Однажды его покой нарушает новый сосед, поселившийся сверху. Кто он? Простой дебошир,  включающий рок-музыку ...",https://rust.litnet.com/uploads/covers/120/1623157891_15.jpg,https://litnet.com/ru/book/chashka-kofe-dlya-geroya-b393387,"Молодежная проза, Молодежная мистика"
1499,Анастасия  Зайцева,В объятиях русалки,"Добрая женщина усыновила своего ребёнка, а он вырос замкнутым и суеверным настолько, что ни о какой женитьбе не могло быть и речи. А матерям всегда так хочется, чтоб...",https://rust.litnet.com/uploads/covers/120/1624027852_29.jpg,https://litnet.com/ru/book/chashka-kofe-dlya-geroya-b393387,"Молодежная проза, Молодежная мистика"
1500,Эдди Росс,Последствия одной встречи,"Нежданная встреча двух вызвала к жизни Образ, который я ношу в себе уже тысячу лет. И нет возможности избавиться от него.  ...",https://rust.litnet.com/common/img/empty_cover_litnet.png,https://litnet.com/ru/book/posledstviya-odnoi-vstrechi-b401719,"Молодежная проза, Молодежная мистика"
1501,Эдди Росс,"Не Рождественская, но сказка",Страсти мордасти по поводу моего общения с современной техникой. ...,https://rust.litnet.com/common/img/empty_cover_litnet.png,https://litnet.com/ru/book/posledstviya-odnoi-vstrechi-b401719,"Молодежная проза, Молодежная мистика"
1502,Рацлава Зарецкая,Новогоднее чудо для Алисы,"Восемнадцатилетняя Алиса страдает от редкой болезни, названия которой еще нет в науке, но среди шаманов она именуется как «синдром потерянной души». Ее тело не мож...",https://rust.litnet.com/uploads/covers/120/1737895901_63.png,https://litnet.com/ru/book/posledstviya-odnoi-vstrechi-b401719,"Молодежная проза, Молодежная мистика"
1503,Кенсей Юкио,Город W. История 02,"Вторая история из жизни Города. На этот раз в центре внимания двое обычных парней, вступающих потихоньку во взрослую жизнь. Каким же будет Город для них? ...",https://rust.litnet.com/uploads/covers/120/1666294311_14.jpg,https://litnet.com/ru/book/posledstviya-odnoi-vstrechi-b401719,"Молодежная проза, Молодежная мистика"
1504,Ольгерд,Поверь в свои силы,Сон — генератор идей. ...,https://rust.litnet.com/uploads/covers/120/1686590932_50.jpg,https://litnet.com/ru/book/posledstviya-odnoi-vstrechi-b401719,"Молодежная проза, Молодежная мистика"
1505,Ольгерд,Кира,Лови и читай. Смотри и не скучай....,https://rust.litnet.com/uploads/covers/120/1686731028_38.png,https://litnet.com/ru/book/posledstviya-odnoi-vstrechi-b401719,"Молодежная проза, Молодежная мистика"
1506,Ник Феникс,Загадка,"торой в цикле роман о похождениях эльфа по имени Роэль, жизнь которого продолжается, несмотря ни на что. Новые знакомства, старые враги и еще больше магии - вот что ж...",https://rust.litnet.com/uploads/covers/120/1654976314_69.jpg,https://litnet.com/ru/book/posledstviya-odnoi-vstrechi-b401719,"Молодежная проза, Молодежная мистика"
1507,Леся Громовая,Проклятая деревня,"Что может прятаться за легендами и байками, которые рассказывали старожилы деревни под Угличем, куда была направлена часть Надиной группы для прохождения практик...",https://rust.litnet.com/uploads/covers/120/1654774772_25.jpg,https://litnet.com/ru/book/posledstviya-odnoi-vstrechi-b401719,"Молодежная проза, Молодежная мистика"
1508,"Markiza Kat, Луная волчица",Коля Мит или любовь с ушами и хвостом,Возможна ли любовь между убийцей и царевной? И что из этого выйдет?...,https://rust.litnet.com/uploads/covers/120/1654527991_26.jpeg,https://litnet.com/ru/book/posledstviya-odnoi-vstrechi-b401719,"Молодежная проза, Молодежная мистика"
1509,Рин Дилин,Никифор,"Когда город становится серым и унылым, в душах его жителей поселяется промозглая осень, а в тёмных закоулках заводится чёрт-те что - это значит, что на какой-то малол...",https://rust.litnet.com/uploads/covers/120/1741380476_32.jpg,https://litnet.com/ru/book/posledstviya-odnoi-vstrechi-b401719,"Молодежная проза, Молодежная мистика"
1510,Милена Болини,Роковая встреча,"Школьная подруга пригласила на пикник. а сама исчезла, зато вместо нее появилась очень голодная женщина змея....",https://rust.litnet.com/uploads/covers/120/1653246843_88.jpg,https://litnet.com/ru/book/posledstviya-odnoi-vstrechi-b401719,"Молодежная проза, Молодежная мистика"
1511,Дарья Лютик,Басар,"Гсударство ежегодно проводит тест на писательские способности, а тех, кто справился награждает иной жизнью. ""ЛитЛаг"" - место, где избранные пишут книги в полной тиши...",https://rust.litnet.com/uploads/covers/120/1651902766_56.jpeg,https://litnet.com/ru/book/posledstviya-odnoi-vstrechi-b401719,"Молодежная проза, Молодежная мистика"
1512,Полина Громова,Возвращение Богов,"Все думают, что ты изменился, потому что повзрослел. И только ты один знаешь, что ты сделал тем с человеком, за которого тебя теперь принимают... Игорь - обычный парень...",https://rust.litnet.com/uploads/covers/120/1651784659_75.jpg,https://litnet.com/ru/book/posledstviya-odnoi-vstrechi-b401719,"Молодежная проза, Молодежная мистика"
1513,Настя Всмысле,"Птица ""счастья""","Глеб уезжает. Не ""когда-нибудь"", а в саму новогоднюю ночь. Варя отчаянно спешит домой, чтобы надеть новенькое платье и, собравшись с духом, признаться возлюбленному в...",https://rust.litnet.com/uploads/covers/120/1651160533_6.jpeg,https://litnet.com/ru/book/posledstviya-odnoi-vstrechi-b401719,"Молодежная проза, Молодежная мистика"
1514,Анисия Орлова,Свеча,"Странный, загадочный, но такой интересный мир мифом и легенд окутывает нас, скрываясь глубоко во владениях природы в лесах, полях и озерах. А что это за огоньки в сам...",https://rust.litnet.com/uploads/covers/120/1650831214_52.jpg,https://litnet.com/ru/book/posledstviya-odnoi-vstrechi-b401719,"Молодежная проза, Молодежная мистика"
1515,Леля Мирская,Я пишу твое имя,"Изо дня он видит её во сне. Ждёт её, как ребенок Рождества или дня рождения.
И к чему его это привело?...",https://rust.litnet.com/uploads/covers/120/1650739418_99.jpg,https://litnet.com/ru/book/posledstviya-odnoi-vstrechi-b401719,"Молодежная проза, Молодежная мистика"
1516,Ивета Витко,Под завесой тумана,"Алеся Мышкина уже выросла, но мистика всё равно следует за ней по пятам. Теперь жизнь забросит Мышкину в Ирландию. Сможет ли героиня распутать очередную мистическу...",https://rust.litnet.com/uploads/covers/120/1650239122_73.png,https://litnet.com/ru/book/posledstviya-odnoi-vstrechi-b401719,"Молодежная проза, Молодежная мистика"
1517,Галина Алфеева,Колокольчики,"Габриэль вырос в приюте, всей родни у него - названый брат Петер, да и того нужно вызволить из банды, в которую сбиваются сироты, едва  из монастырской опеки попадают ...",https://rust.litnet.com/uploads/covers/120/1649960125_20.jpg,https://litnet.com/ru/book/posledstviya-odnoi-vstrechi-b401719,"Молодежная проза, Молодежная мистика"
1518,Юсбарн ,Зеркальная тайна замка.,"Зеркала - мистические и загадочные, а может мир наоборот? Попробуйте, стоя перед зеркалом заглянуть в этот … мир. Вроде все объяснимо: просто зеркало и отражени...",https://rust.litnet.com/uploads/covers/120/1649441828_33.png,https://litnet.com/ru/book/posledstviya-odnoi-vstrechi-b401719,"Молодежная проза, Молодежная мистика"
1519,KsenoN,Не нормальная(продолжение),Что произойдет с Дариной дальше ? И какой будет финал?...,https://rust.litnet.com/uploads/covers/120/1648499798_8.png,https://litnet.com/ru/book/posledstviya-odnoi-vstrechi-b401719,"Молодежная проза, Молодежная мистика"
1520,Федор Касаев,Записки об экзорцисте. Томатные тараллини и Black metal,Антон Козловский приходит на помощь музыканту из блэк-метал группы. Молодой мужчина уверен в наносимых темными силами ударами по нему и его карьере. Экзорцист отпр...,https://rust.litnet.com/uploads/covers/120/1610667801_51.jpg,https://litnet.com/ru/book/zapiski-ob-ekzorciste-tomatnye-tarallini-i-black-metal-b305701,"Молодежная проза, Молодежная мистика"
1521,Поліна Грім,Сожжение ведьм,"Сказки с плохим концом.
Современные монстры в средневековой одежде.  
Истории, как нескончаемый поток протестов против всего мира.
Сожжение ведьм - не физическая ра...",https://rust.litnet.com/uploads/covers/120/1610549886_96.jpg,https://litnet.com/ru/book/zapiski-ob-ekzorciste-tomatnye-tarallini-i-black-metal-b305701,"Молодежная проза, Молодежная мистика"
1522,Чёрный Доктор,Подземка,"Что делать, если скучно? А что делать если настолько скучно, что в попытке развлечения Вы рискнёте оказаться внутри своеобразного ужастика? А ещё лучше, когда он буд...",https://rust.litnet.com/uploads/covers/120/1609593064_79.jpg,https://litnet.com/ru/book/zapiski-ob-ekzorciste-tomatnye-tarallini-i-black-metal-b305701,"Молодежная проза, Молодежная мистика"
1523,Кудрявая няшка,Прощайте детские мечты,"Что делать если моя жизнь не моя вовсе и я кажется схожу с ума, иначе как объяснить что моя сестра говорит мне что я ведьма...",https://rust.litnet.com/uploads/covers/120/1608917791_6.png,https://litnet.com/ru/book/zapiski-ob-ekzorciste-tomatnye-tarallini-i-black-metal-b305701,"Молодежная проза, Молодежная мистика"
1524,Voronskiy,Фатальная ночь,"Это печальная история о мальчике, который не знал, что с ним произошло одного вечера, пока не стало поздно...",https://rust.litnet.com/common/img/empty_cover_litnet.png,https://litnet.com/ru/book/zapiski-ob-ekzorciste-tomatnye-tarallini-i-black-metal-b305701,"Молодежная проза, Молодежная мистика"
1525,Макс Бетов,Прогулка,А часто ли Вам хочется прогуляться?...,https://rust.litnet.com/uploads/covers/120/1607929297_27.jpg,https://litnet.com/ru/book/zapiski-ob-ekzorciste-tomatnye-tarallini-i-black-metal-b305701,"Молодежная проза, Молодежная мистика"
1526,Улана Зорина,Цыганское Проклятье. Сквозь века,"Могла ли подумать купчиха 1 гильдии Анна Филипповна Гладакова, во что выльется её внезапный каприз?
   Зловещая судьба наступает на пятки ученице медицинского колл...",https://rust.litnet.com/uploads/covers/120/1656558875_34.png,https://litnet.com/ru/book/zapiski-ob-ekzorciste-tomatnye-tarallini-i-black-metal-b305701,"Молодежная проза, Молодежная мистика"
1527,РинаКа,"Вернуться, чтобы исправить","Кто знал, что примитивная встреча одноклассников может так круто изменить жизнь пятерых школьных друзей! Придя на встречу одноклассников, наши друзья и подумать н...",https://rust.litnet.com/uploads/covers/120/1606821155_90.jpg,https://litnet.com/ru/book/zapiski-ob-ekzorciste-tomatnye-tarallini-i-black-metal-b305701,"Молодежная проза, Молодежная мистика"
1528,Инна Мэй,Гитара,"Молодежный хоррор с черной комедией. Читать на ночь. Кроме тех, у кого стоит дома гитара)
(Присутствует ненормативная лексика)
...",https://rust.litnet.com/uploads/covers/120/1605545823_32.png,https://litnet.com/ru/book/zapiski-ob-ekzorciste-tomatnye-tarallini-i-black-metal-b305701,"Молодежная проза, Молодежная мистика"
1529,Татьяна Береговская,Мия,"Они - лучшие подруги, и у них все прекрасно... Но в любой сказке есть злодей. ...",https://rust.litnet.com/uploads/covers/120/1605513748_89.jpg,https://litnet.com/ru/book/zapiski-ob-ekzorciste-tomatnye-tarallini-i-black-metal-b305701,"Молодежная проза, Молодежная мистика"
1530,Нико Чернилов,"Не так страшны монстры, как окружение.","Мальчик по имени Егор, доживает очередной день в своей жизни. Он надеется что этот день поскорее уйдёт, но завтра, едва ли будет лучше. Уставший, мальчик ложится спат...",https://rust.litnet.com/uploads/covers/120/1605434857_39.jpg,https://litnet.com/ru/book/zapiski-ob-ekzorciste-tomatnye-tarallini-i-black-metal-b305701,"Молодежная проза, Молодежная мистика"
1531,Александр Грем,Призрачная попутчица,"Однажды искусный художник повстречал в ночном купе обворожительную кареглазую шатенку, однако на утро, когда он проснулся, девушки уже не было рядом, а сонная пров...",https://rust.litnet.com/uploads/covers/120/1605082884_44.jpg,https://litnet.com/ru/book/zapiski-ob-ekzorciste-tomatnye-tarallini-i-black-metal-b305701,"Молодежная проза, Молодежная мистика"
1532,Mr Fox,Все случается впервые,"Пятый рассказ цикла ""Магия"".
Первый урок - самый важный, а певрое собственное заклинание - бесценно....",https://rust.litnet.com/uploads/covers/120/1604917087_69.jpg,https://litnet.com/ru/book/zapiski-ob-ekzorciste-tomatnye-tarallini-i-black-metal-b305701,"Молодежная проза, Молодежная мистика"
1533,Mr Fox,Монстр,"Четвертый рассказ цикла ""Магия"".
Магия реальна. А монстры?...",https://rust.litnet.com/uploads/covers/120/1604916792_30.jpg,https://litnet.com/ru/book/zapiski-ob-ekzorciste-tomatnye-tarallini-i-black-metal-b305701,"Молодежная проза, Молодежная мистика"
